dataset,target_language,repo,repo_url,pr_url,base_commit,head_commit,files_changed,lines_added,lines_removed,total_lines_changed,num_comments,repo_size_kb,repo_total_files,repo_python_files,repo_total_directories,repo_max_directory_depth
swe_prbench,python,falconry/falcon,https://github.com/falconry/falcon,https://github.com/falconry/falcon/pull/2446,1ff571c51d77ce2703d5f99913b4729d558eb9ee,d9b14dc6def260cc4d0da3f2c97850c1159eef5b,10,541.0,10.0,551.0,23,8074,433,265,65,5
swe_prbench,python,redis/redis-py,https://github.com/redis/redis-py,https://github.com/redis/redis-py/pull/3899,334cb3b4fdf57ef8772c3320927385f517e89cab,b2b314b1c620390207a9f2880f3f3c045c7ec1ff,4,77.0,31.0,108.0,1,12511,387,293,51,4
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25262,b1eb96f846d1564e689ffb1c02ccaa93b1005471,a5ad9564c42817a3a61357116930f5528d9d91bf,80,110.0,81.0,191.0,3,155668,2438,1006,1057,13
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/2745,029d76033dd0aa454dd7139d930c5cadb5611f61,ad507ce23da59f93acaf821838582d53423bb4b8,18,332.0,86.0,418.0,3,143589,994,812,173,6
swe_prbench,python,redis/redis-py,https://github.com/redis/redis-py,https://github.com/redis/redis-py/pull/3938,9ac9ee6ce13f4b292b1d2d3db81ef0f30afe29b4,33bf8ed91a32a9bf772d30800a432bbc38021f88,3,80.0,3.0,83.0,5,12511,387,293,51,4
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20239,5664516dda7e766c8a73431cb16c980e716f600a,2dbfe57081f5bb9f75dfffc09ac285d812c654b1,8,72.0,35.0,107.0,4,160312,1194,936,110,6
swe_prbench,python,numba/numba,https://github.com/numba/numba,https://github.com/numba/numba/pull/10390,2888b02baa5475ccb95a354c1523e6578ef3bd2e,24e10d0dda4aa02e5571e3706caefb8cd8ff4c32,3,54.0,1.0,55.0,1,80929,1027,752,78,5
swe_prbench,python,Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt/pull/2134,062fff2f96f27416cc866eefb32352955234a332,16eb87bb11a6744b8cfd3ce09227753d09382759,3,200.0,6.0,206.0,2,5826,250,137,55,4
swe_prbench,python,dagster-io/dagster,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster/pull/33243,eb49cf565d5c347d9133b7352246d05871742fea,a5cd5b372457ff9e92d844af417975513a60d858,4,319.0,22.0,341.0,11,1428244,13589,5997,3099,13
swe_prbench,python,vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas/pull/2401,09464cf2db35d0f65d3b71fb31997edc0e6e0169,50f42f07fd1a0497c97a4722d8162f0533b49bee,5,607.0,2.0,609.0,4,47555,694,387,119,5
swe_prbench,python,redis/redis-py,https://github.com/redis/redis-py,https://github.com/redis/redis-py/pull/3880,12c9a38154c71bd95c89161cf50eaabc3c976cf7,791de9b0056bf484519a975edadde6ba0fef5782,9,387.0,44.0,431.0,4,12511,387,293,51,4
swe_prbench,python,xorbitsai/inference,https://github.com/xorbitsai/inference,https://github.com/xorbitsai/inference/pull/4393,92d4c7b035da47456fee1b90bff3310eeed9de89,05fe9e5d809de383ded8e2311f23be0804a46f57,5,19.0,14.0,33.0,5,72930,1683,924,305,10
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/9774,17f5633a8df403a2e6de066406fcdef087f8a57b,7cb653e81868ecdc0d3abf1aff3c311a356c766f,9,501.0,0.0,501.0,2,226523,9618,5698,3746,8
swe_prbench,python,unit8co/darts,https://github.com/unit8co/darts,https://github.com/unit8co/darts/pull/2984,fe51221805d7b830e74edd24fd746cf0cedf116b,c22cf740b6ad7621eaa985a73f50aed5106aaf3d,3,29.0,28.0,57.0,2,277181,431,281,72,7
swe_prbench,python,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server/pull/8538,35ff880b8ff745920e1539d16fca92d1b079a600,d644d84d75438d07e0c9ff4d70c95610d084820e,7,720.0,27.0,747.0,10,39393,1665,388,900,7
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12205,6dff73f6953bbf5553308b675048c92bdb810f2e,e6bb5072ffbf3a252d75fd1e4ce85984a925914f,3,93.0,50.0,143.0,3,129373,621,363,44,5
swe_prbench,python,confident-ai/deepeval,https://github.com/confident-ai/deepeval,https://github.com/confident-ai/deepeval/pull/2113,44446e37ae405deb10995cfb3731f4e3285efa39,f804742a4b611763415cab0b7e755db1c0cc110d,12,524.0,49.0,573.0,1,113816,1435,819,257,5
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12103,0fe7582fbfea9d62249e6158382652421e1b0b6e,3ccdaefda56495dfbbf3aa86e26752002afbc573,4,191.0,2.0,193.0,5,129373,621,363,44,5
swe_prbench,python,sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff/pull/7436,67f1bccf089502a828d38181f9e236bd965c6421,4dbfdbe44e17856af5ce7828cc2acd1259b457d8,6,271.0,21.0,292.0,4,50120,5556,426,326,9
swe_prbench,python,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server/pull/8570,dd2fc4fed64a29ef15d1c7d3e9e8ab8f18c7692e,a2b5cd9685e11495f0ad8bdec8700864672d1950,7,489.0,21.0,510.0,3,39393,1665,388,900,7
swe_prbench,python,kornia/kornia,https://github.com/kornia/kornia,https://github.com/kornia/kornia/pull/3302,ac68bcd443467469e92ec8f1d6b29ff245fac0dc,6ec11da5d72813c3dfe8d2da07b49d43ed88b229,13,283.0,272.0,555.0,4,83043,905,763,140,5
swe_prbench,python,numba/numba,https://github.com/numba/numba,https://github.com/numba/numba/pull/10224,54c94572d33abaa17f96c7555c86635cb398a1ea,eefdef3717f24193e43761ff516643b3e6ea542a,3,66.0,6.0,72.0,1,80929,1027,752,78,5
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/4131,76f40843a454d7db4a7bbc983837b20db6e4f2ae,783a1281ea58c8736a32758a6a1774964914c0ec,8,206.0,40.0,246.0,14,26307,1045,741,349,7
swe_prbench,python,sktime/sktime,https://github.com/sktime/sktime,https://github.com/sktime/sktime/pull/9107,c2daca3490edbfe16a5b86676de57acd9ab8ce61,4f2af64ef937b4cd790406b9ed4e79fe8168af1e,3,395.0,0.0,395.0,8,90541,1855,1550,367,5
swe_prbench,python,dagster-io/dagster,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster/pull/33336,6e8a71d50a44d89b343ab4453456a86fa9079f73,7bf377acbd4fd000e7c2c2234b672433ac82da9f,7,84.0,43.0,127.0,5,1428244,13589,5997,3099,13
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/3214,c8a86059fbaaeedc82c99fd1537ce447e4cc7d11,cdd6f5aa6a7c19047e56f8640d9766385d08776e,6,366.0,65.0,431.0,5,143589,994,812,173,6
swe_prbench,python,kornia/kornia,https://github.com/kornia/kornia,https://github.com/kornia/kornia/pull/3334,c18e3a1a00eae4ac86feaa436cdfa432c25fcdc9,0439f4c9b2113b4b89f88ff7d9436be013b3714d,5,227.0,107.0,334.0,2,83043,905,763,140,5
swe_prbench,python,deepchem/deepchem,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem/pull/4561,d6f0999fcf23a8c751038a0786dea53b82e4069a,e2abe9e7d3abc343813d30c74b274c18100bd0b8,1,667.0,0.0,667.0,10,598998,1506,875,181,6
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/4126,1c98380d921b5b07828ade919abc05e6a998b8a2,685f573450f7c709e360efd0d081abf71e7f5574,9,437.0,356.0,793.0,15,26307,1045,741,349,7
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12206,08ecad3eaf831804bd2ba58fb80cb1d5ff4f4115,890f9f831ecb3773ca9dd2d1be3798e8dd56fc97,6,79.0,8.0,87.0,2,129373,621,363,44,5
swe_prbench,python,cupy/cupy,https://github.com/cupy/cupy,https://github.com/cupy/cupy/pull/9523,aaf8a49d069f83217fcb7d1792852d8629b21dcf,9e8ae59db8e1a8e95160d3a6ef6e492056eacfae,17,349.0,268.0,617.0,8,47317,1187,740,165,6
swe_prbench,python,espnet/espnet,https://github.com/espnet/espnet,https://github.com/espnet/espnet/pull/6255,7bbb72f431362361d490f63a4418d60516f14ad8,7c0bd1ea07314160da7edbfa6c1dc30491991114,5,155.0,49.0,204.0,4,1461583,10442,2072,1875,8
swe_prbench,python,unit8co/darts,https://github.com/unit8co/darts,https://github.com/unit8co/darts/pull/2994,f4438430ba406c7c1c6f1f39dbfd5e463e2c5c51,0c0d03bce956b97413c153602d13071fd7add271,7,459.0,0.0,459.0,6,277181,431,281,72,7
swe_prbench,python,pypa/pip,https://github.com/pypa/pip,https://github.com/pypa/pip/pull/13732,5534937274d10c04811750d10275840bae7a9d9a,0b9c2d304e1a64858df076ac59ce2f60ffb99a15,9,67.0,50.0,117.0,7,74044,1024,637,181,6
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/3495,308829f92ba1f4f920189cec634fe77a7c6f67c6,30053132fb0359ee6220b176f213a79f97c1317f,22,309.0,63.0,372.0,13,143589,994,812,173,6
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20237,ab53414e2aa5988d6feb91ce868b8e62f895b21d,470f977cf5d3d22ea390b0ad75e90b5091e1a3c4,10,73.0,25.0,98.0,3,160312,1194,936,110,6
swe_prbench,python,numba/numba,https://github.com/numba/numba,https://github.com/numba/numba/pull/10223,338b0a2a98a3ede6fba7888a03726804d2059a61,d9acebe7bdbed38599d73cfc9149a2244df4b97d,3,69.0,6.0,75.0,13,80929,1027,752,78,5
swe_prbench,python,sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff/pull/7471,ddbc4a2928d0ee6edc053887019b9db9b32c8d87,9ffc84c712cad8938c9ad00f7cb46aec4e987e84,16,550.0,185.0,735.0,6,50120,5556,426,326,9
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/2932,84ed2468e5628ca0d212f30ca136806d68b10168,9dafb715c4c4e21c2d4d845c7c9bd3cef07cd1e4,13,358.0,105.0,463.0,15,143589,994,812,173,6
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20235,716a296fed8f84108e4c76046543454f429ef2e6,3466f7bdc5a6ab6aeafa89451f71d0d1966dea1b,7,146.0,37.0,183.0,11,160312,1194,936,110,6
swe_prbench,python,vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas/pull/2526,6098660bab92bdc8242a8925bd5499490a5a0c4d,58e22a385a3e38d502d35762004562c876405642,7,468.0,5.0,473.0,3,47555,694,387,119,5
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/2937,493d6bf91e42f50768c7ce990f5f89456caa9aeb,9d509bb40956c7ebcbf8a3d478a7a19038c047fc,3,380.0,177.0,557.0,13,143589,994,812,173,6
swe_prbench,python,espnet/espnet,https://github.com/espnet/espnet,https://github.com/espnet/espnet/pull/6302,c61e21170895255cb93d1d3857bc15b818daca99,42b49b597c97fd1ae46c35925d22080430051e3c,2,33.0,1.0,34.0,1,1461583,10442,2072,1875,8
swe_prbench,python,sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff/pull/7496,5ab98d50065c7f1b9a7168971923a56812b7efb7,7aa29eaec14afc0d8795244d72078be82af963a4,4,212.0,55.0,267.0,1,50120,5556,426,326,9
swe_prbench,python,sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff/pull/7329,2d798cbb6c4d3db8936be3abeba11c84997a5818,b3f2784e0bd532f98ad9291ef9b164aa5347daee,3,12.0,4.0,16.0,4,50120,5556,426,326,9
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/9876,a1637ec46bfe2881c14f9f6d1535887c47bdbbd0,99f404484be847b61d9fd906f28329bd7d4dd6d4,5,245.0,115.0,360.0,3,226523,9618,5698,3746,8
swe_prbench,python,simonw/datasette,https://github.com/simonw/datasette,https://github.com/simonw/datasette/pull/2562,b7ef968c6ff707f4c452f1da17c969b733d73dc8,e3f40f42d53ad69d8de6460ad0337fa812bedd0e,10,366.0,223.0,589.0,2,8287,275,124,25,4
swe_prbench,python,unit8co/darts,https://github.com/unit8co/darts,https://github.com/unit8co/darts/pull/2989,807d22c7c62247dae2628010f94d694796f04ec9,5bb4013c5ac684b9e9241b44c4cde8d2237e7695,3,72.0,31.0,103.0,3,277181,431,281,72,7
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/4686,743d589ccf8ddd417f7fa50a29d2205f666e3ad2,a92245afebe387bb07e7704b2f949800e953f4a7,2,119.0,38.0,157.0,34,246653,663,196,129,7
swe_prbench,python,unit8co/darts,https://github.com/unit8co/darts,https://github.com/unit8co/darts/pull/3000,d92bf9332f13e2940077871f755b65532b004985,23f928116577cbb8930acf97c5c7976a8d6fc292,4,492.0,16.0,508.0,8,277181,431,281,72,7
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/9837,ea847d88248dc798f50f410ccabc06a0f45ebd06,edc3881af49b8227efb2dd98c843ef369ff090a2,9,504.0,7.0,511.0,2,226523,9618,5698,3746,8
swe_prbench,python,dagster-io/dagster,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster/pull/33242,1bab83cb70a19cc08069b84a0dcb286fec65769a,ea50ec3da4a2475b1973f7208f2524a3429996c7,6,334.0,2.0,336.0,9,1428244,13589,5997,3099,13
swe_prbench,python,aws/serverless-application-model,https://github.com/aws/serverless-application-model,https://github.com/aws/serverless-application-model/pull/3856,72b56116d11d1aa728f1845437ea1c11e762643b,5ef1573d954b7571b2ba3cb9708132e50faade80,6,458.0,6.0,464.0,1,246005,3681,400,112,4
swe_prbench,python,aws/serverless-application-model,https://github.com/aws/serverless-application-model,https://github.com/aws/serverless-application-model/pull/3869,70e61e067fa0d7d15b64e479cd48f0ad3c3ed6c9,17d10d209dd83adf87bb8f3ee733f639751979e7,8,526.0,144.0,670.0,10,246005,3681,400,112,4
swe_prbench,python,xorbitsai/inference,https://github.com/xorbitsai/inference,https://github.com/xorbitsai/inference/pull/4482,122315f51a84c6e634b47ba8f979681707dcb2e5,16b6fd3f2806939e7451d33c7a90468a50d1bf7f,6,132.0,10.0,142.0,4,72930,1683,924,305,10
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/9829,a1637ec46bfe2881c14f9f6d1535887c47bdbbd0,3e7c8c30d40bc0bdd44844cac5e054fee981d162,4,334.0,69.0,403.0,4,226523,9618,5698,3746,8
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12153,dce3ec521e689e9bdf0edfa3217c7a0aa5160400,daf2dcd05889ead18f2b75b4429f523cc9420a37,2,280.0,115.0,395.0,25,129373,621,363,44,5
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/4237,f9d519563aedb559e742d75e3cc6d5dd1ab83f2a,ac7291301552988431b44395859398d7904310b1,1,18.0,7.0,25.0,10,26307,1045,741,349,7
swe_prbench,python,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow/pull/2616,96b0783fa6b97c734438e2371cb9abd9c265856a,b2a0bb06b2eadb8445fd8e7eab592cc3653e4467,4,238.0,73.0,311.0,2,47494,1002,639,176,9
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25544,1f711833692fefb9d88e202cbd2d283096ba8fc9,1640dbe863004518006381dd76b521b30f837dd7,5,55.0,35.0,90.0,11,155668,2438,1006,1057,13
swe_prbench,python,kornia/kornia,https://github.com/kornia/kornia,https://github.com/kornia/kornia/pull/3470,f4ee06cef75eea6bb7a9f95a8041f634586b25b5,df3e35072c9fd33bdee61d9be2fbb7d3bdf30ccc,2,222.0,75.0,297.0,8,83043,905,763,140,5
swe_prbench,python,sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff/pull/7314,1b7ece68831f988ded593432eee435a804cbbb5b,b7735714fed64e54ab2d2dec6bcc0416b71697ab,8,78.0,56.0,134.0,2,50120,5556,426,326,9
swe_prbench,python,aws/serverless-application-model,https://github.com/aws/serverless-application-model,https://github.com/aws/serverless-application-model/pull/3824,2d6818822ef99f4de6cc066920e7ad7fc9ca7f41,dd77e73a53fb58ef3de68a77661c36990027ea5b,3,176.0,6.0,182.0,1,246005,3681,400,112,4
swe_prbench,python,sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff/pull/7491,ae5fb1f9a16bbbc4accb3176e4c501a181151685,81bf6fc995ced1e7fe4323b03d1896da12651b85,4,293.0,70.0,363.0,8,50120,5556,426,326,9
swe_prbench,python,dbcli/mycli,https://github.com/dbcli/mycli,https://github.com/dbcli/mycli/pull/1436,82c7d92a16ad15906c46df14cc6e6ee0249609e6,02ecd6aaa90bb4002014e5498f7962916c29e896,3,50.0,65.0,115.0,4,4065,147,107,17,3
swe_prbench,python,simonw/datasette,https://github.com/simonw/datasette,https://github.com/simonw/datasette/pull/2587,1df4028d783f27a88bd304d47990ae4d0e7147bb,b189959b8bf0f7070195c1ecdb8f12d3f13b1f6b,7,526.0,4.0,530.0,1,8287,275,124,25,4
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25501,f9426874df272eba1b057382d1f41e5a6d4a95b2,33d8296cbe6ae5f12cc44f1c8b6ec42e8528a62f,4,18.0,7.0,25.0,3,155668,2438,1006,1057,13
swe_prbench,python,deepchem/deepchem,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem/pull/4489,7883f10695cd2816a6b635ad7db7fa05f331f8a3,8305538092ffa4622b1626f3622b57750d8af175,5,146.0,35.0,181.0,1,598998,1506,875,181,6
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/2821,334167e3d7a340598673b9fd6e7a3d893f91c127,d680ec2e69f7f626a954d2b5ad350381c7cd15ad,6,500.0,5.0,505.0,18,143589,994,812,173,6
swe_prbench,python,deepchem/deepchem,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem/pull/4539,f03bc1db7f0183c56fa202b38f2bbc46b6a468df,6f1cc93de1e6aab4ea4e1eed1999dbb43ded9e06,4,190.0,1.0,191.0,2,598998,1506,875,181,6
swe_prbench,python,confident-ai/deepeval,https://github.com/confident-ai/deepeval,https://github.com/confident-ai/deepeval/pull/2140,10d431df2e62ce22b148e2e22d87f7721e5109d5,db6594f4be07c957744f13efd3d990c1d40971b5,4,74.0,7.0,81.0,2,113816,1435,819,257,5
swe_prbench,python,cupy/cupy,https://github.com/cupy/cupy,https://github.com/cupy/cupy/pull/9488,fb461fb57ed110d4cb54135aed944a16e8791e16,e5e5b3fcf15d3bba8f93d6557eff9199f44aec85,14,128.0,77.0,205.0,18,47317,1187,740,165,6
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20216,8c50242410d260be0d55604911759c6503a59fab,78d1f92550d640a7a9e6322d78bed7d0b2e44ae3,18,162.0,132.0,294.0,12,160312,1194,936,110,6
swe_prbench,python,Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt/pull/2198,dce40d9cc281dc05e891592f5b6d710c361038b2,815d430822636b308177d6ae86e8baf35929e157,83,230.0,112.0,342.0,2,5826,250,137,55,4
swe_prbench,python,unit8co/darts,https://github.com/unit8co/darts,https://github.com/unit8co/darts/pull/2958,61831a2a6d45c1de566d231c46cb1c93ae0d9c69,15aec70a575e5f869ddc5a0c76968acb0ea93853,3,35.0,40.0,75.0,1,277181,431,281,72,7
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/4835,1beb33f96c617885631b74bedd44fe66c40d7725,6e77073d8d3055cf1bf6353821008e2e4792e6ed,3,144.0,26.0,170.0,1,26307,1045,741,349,7
swe_prbench,python,statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels/pull/9716,b22e9bae2cab3b42d4c3fdaed8624a364561aaac,00777ca87ded0ef22fb6f5243171a0607637b88f,6,83.0,68.0,151.0,3,59666,2213,1203,229,9
swe_prbench,python,kornia/kornia,https://github.com/kornia/kornia,https://github.com/kornia/kornia/pull/3330,462ffd6d096f6ede6436753b1b322ee98b168521,7fa83b68c6d754c7c29cd9b60875c0e5128a0547,2,89.0,20.0,109.0,3,83043,905,763,140,5
swe_prbench,python,cupy/cupy,https://github.com/cupy/cupy,https://github.com/cupy/cupy/pull/9557,9176f735c9b29e5b5baca6ce6ea398d9fddc4f3d,b8b63ae4c21c1cc5ccbd48ab8acc07757c81a5ec,3,46.0,2.0,48.0,3,47317,1187,740,165,6
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5225,8eff1563511a9778013b1900e99251bca448ab11,7a4845fdeb6b4c587294cd3a68fc542352d9a89a,47,225.0,212.0,437.0,12,246653,663,196,129,7
